,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
282,YutMzKTwZ,carrot snap,,,False,,,eng,,carrot snapper,,False,False,True,False,False,False,True,3,0,0,2019-02-28 19:30:11,2019-03-01 20:56:06
283,WZabEhgYL,buckrettes,,,False,,,eng,buckrette,,,False,True,False,False,False,False,False,0,0,0,2019-02-28 19:24:36,2019-03-01 20:55:28
284,E4LfYgXeg,buckrette,,,False,,,eng,,buckra,,False,True,False,False,False,False,False,1,0,0,2019-02-28 19:23:38,2019-03-01 20:55:16
285,fBWtKgiEX,gingies,,,False,,,eng,gingie,ginger,,False,True,False,False,False,False,False,0,0,0,2019-02-28 20:37:24,2019-02-28 20:37:24
286,Q2tbsdhPz,gingie,,,False,,,eng,,ginger,,False,True,False,False,False,False,False,0,0,0,2019-02-28 20:36:46,2019-02-28 20:36:46
287,fpg9WFZLN,gingy,,,False,,25.0,eng,,ginger,,False,True,False,False,False,False,False,0,0,0,2019-02-28 20:36:12,2019-02-28 20:36:12
288,UwGWZrDVT,gasher,,,False,,,eng,,gash,,False,False,False,True,False,False,False,0,0,0,2019-02-28 20:08:21,2019-02-28 20:08:21
289,NjwZvryCG,fruity,,,False,,50.0,eng,,fruit,,False,False,False,False,True,False,False,0,0,0,2019-02-28 20:05:59,2019-02-28 20:05:59
290,C7AcMFUyz,cunter,,,False,,75.0,eng,,cunt,,False,False,False,True,False,False,False,0,0,0,2019-02-28 19:41:19,2019-02-28 19:41:19
291,WRAqbbcK4,chimp packs,,,False,,,eng,chimp pack,,,False,True,False,False,False,False,False,0,0,0,2019-02-28 19:36:37,2019-02-28 19:36:37
292,FmtFNCJFK,Charly,,,False,,,eng,,Charlie,,True,True,False,False,False,False,False,0,0,0,2019-02-28 19:33:35,2019-02-28 19:33:35
293,qmwtZfawx,Charlies,,,False,,,eng,Charlie,,,True,True,False,False,False,False,False,0,0,0,2019-02-28 19:32:46,2019-02-28 19:32:46
294,PRoaMj4sM,buffy,,,False,,,eng,,buffie,,False,True,False,False,False,False,False,0,0,0,2019-02-28 19:27:15,2019-02-28 19:27:15
295,2pErsBxGt,buckers,,,False,,,eng,bucker,buck,,False,True,False,False,False,False,False,0,0,0,2019-02-28 19:26:20,2019-02-28 19:26:20
296,xpwZVhkGR,bucker,,,False,,,eng,,buck,,False,True,False,False,False,False,False,0,0,0,2019-02-28 19:25:43,2019-02-28 19:25:43
297,KVHcyGTVw,ban and can,,,False,,,eng,,bans and cans,,True,False,False,False,False,False,False,0,0,0,2019-02-28 19:17:28,2019-02-28 19:17:28
298,FeEMmgirV,cans and bans,,,False,,,eng,can and ban,,,True,False,False,False,False,False,False,0,0,0,2019-02-28 19:16:31,2019-02-28 19:16:31
299,abvnbVDxj,can and ban,,,False,,,eng,,bans and cans,,True,False,False,False,False,False,False,0,0,0,2019-02-28 19:14:50,2019-02-28 19:14:50
300,MoGHRBZwX,Annies,,,False,,25.0,eng,Ann,,,False,True,False,False,False,False,False,0,0,0,2019-02-28 19:12:33,2019-02-28 19:12:33
301,vvuwqanvi,cohees,,,False,,,eng,cohee,,,True,False,False,False,False,False,True,0,0,0,2019-01-24 16:09:03,2019-01-24 16:09:03
302,j4xhxudpg,cohee,A Scottish or Irish settler in the United States,,False,,,eng,,,,True,False,False,False,False,False,True,0,0,0,2019-01-24 16:08:21,2019-01-24 16:08:21
303,nyye7wwqe,yellowhammer,A person from Alabama,,False,,,eng,,,,True,False,False,False,False,False,True,0,0,0,2019-01-24 16:06:20,2019-01-24 16:06:20
304,hNRKgjerp,Okies,,,False,,,eng,Okie,,,True,False,False,False,False,False,True,0,0,0,2019-01-24 16:00:10,2019-01-24 16:00:10
305,ZNTDPRjvD,Okie,"[1] A person from Oklahoma [2] A rural person, from the migration of Oklahomans during the 1930s Dustbowl",,False,,,eng,,,,True,False,False,False,False,False,False,0,0,0,2019-01-24 15:59:36,2019-01-24 15:59:36
306,npyrTfKaw,Massholes,,,False,,,eng,Masshole,,,True,False,False,False,False,False,False,305,16,16,2019-01-24 15:57:38,2019-01-24 15:57:45
307,easBozhuh,Masshole,A person from Massachusetts,,False,,,eng,,,,True,False,False,False,False,False,False,243,10,10,2019-01-24 15:56:52,2019-01-24 15:57:03
308,PRQWAHxUe,Madrasi,[1] A person from the Indian city of Chennai [2] A person from southern India.,,False,,75.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2019-01-24 15:55:28,2019-01-24 15:55:28
309,9fysCsBWP,JAFAs,,,False,,,eng,JAFA,,,True,False,False,False,False,False,False,0,0,0,2019-01-24 15:53:12,2019-01-24 15:53:12
310,CkBFnCoZx,JAFA,"Acronym for ""Just Another Fucking Australian""",,False,,,eng,,,,True,False,False,False,False,False,False,0,0,0,2019-01-24 15:52:31,2019-01-24 15:52:31
311,FmdKTBiyo,jackeens,,,False,,,eng,jackeen,,,True,True,False,False,False,False,True,0,0,0,2019-01-24 15:51:04,2019-01-24 15:51:04
312,xmheQaudY,jackeen,Rural slur for a person from Dublin,,False,,,eng,,,,True,True,False,False,False,False,True,210,8,8,2019-01-24 15:50:13,2019-01-24 15:50:23
313,TqWUqXsCF,culchies,,,False,,,eng,culchie,,,True,True,False,False,False,False,True,402,16,16,2019-01-24 15:48:25,2019-01-24 15:48:33
314,oXWBCRvfW,culchie,A rural Irish person,,False,,,eng,,,,True,True,False,False,False,False,True,297,9,9,2019-01-24 15:47:38,2019-01-24 15:47:46
315,pkRaWwUzb,croweaters,,,False,AU,,eng,croweater,,,True,False,False,False,False,False,False,46,1,1,2019-01-24 15:46:04,2019-01-24 15:46:15
316,vpZEbjrmh,croweater,A person from the state of South Australia,,False,AU,,eng,,,,True,False,False,False,False,False,False,29,1,1,2019-01-24 15:45:16,2019-01-24 15:45:33
317,WnnewQkdh,Biharis,,,False,,50.0,eng,Bihari,,,True,True,False,False,False,False,False,0,0,0,2019-01-24 15:34:09,2019-01-24 15:34:09
318,s1cfZCTJr,Bihari,Derogatorily used in South India for a North Indian,A person from Bihar,False,,50.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2019-01-24 15:32:57,2019-01-24 15:32:57
319,DeBQNbMHH,hatzis,,,False,,,eng,hatzi,,,False,True,False,False,False,False,False,8,0,0,2019-01-24 15:10:12,2019-01-24 15:10:19
320,whtfctCFs,hatzi,,,False,,,eng,,haji,,False,True,False,False,False,False,False,1,0,0,2019-01-24 15:09:36,2019-01-24 15:09:43
321,LTAzfP2ZT,hajjis,,,False,,,eng,hajji,,,False,True,False,False,False,False,False,113,4,4,2019-01-24 15:08:36,2019-01-24 15:08:44
322,TpithHQKL,hajis,,,False,,,eng,haji,,,False,True,False,False,False,False,False,76,7,7,2019-01-24 15:07:47,2019-01-24 15:07:55
323,swXxPzyJq,hadjis,,,False,,,eng,hadji,,,False,True,False,False,False,False,False,61,2,2,2019-01-24 15:06:55,2019-01-24 15:07:02
324,BcdX3rQYE,hajji,,,False,,76.0,eng,,haji,,False,True,False,False,False,False,False,40,0,0,2013-05-08 03:02:38,2019-01-24 15:05:59
325,M9NTeZuCa,haji,"Used to refer to Iraqis, Arabs, Afghans, or Middle Eastern and South Asian people in general. Derived from the honorific Al-Hajji, the title given to a Muslim who has completed the Hajj (pilgrimage to Mecca).",,False,,76.0,eng,,,,False,True,False,False,False,False,False,23,0,0,2014-02-12 16:28:45,2019-01-24 15:05:45
326,PT8W6CjmH,hadji,,,False,,75.0,eng,,haji,,False,True,False,False,False,False,False,38,0,0,2013-05-08 12:41:16,2019-01-24 15:05:30
327,agzBvasbJ,mussies,,,False,,,eng,mussie,,,False,False,True,False,False,False,False,382,4,4,2019-01-24 15:04:15,2019-01-24 15:04:22
328,Z1BQFReLG,mussie,A Muslim,,False,,,eng,,,,False,False,True,False,False,False,False,144,2,2,2019-01-24 15:02:44,2019-01-24 15:02:52
329,FXkPrPkRj,Fenians,,,False,,,eng,Fenian,,,True,True,True,False,False,False,False,198,11,11,2019-01-24 15:00:46,2019-01-24 15:00:55
330,FnWK3Hziv,Fenian,"In Northern Ireland, denotes a Catholic or Irish nationalist",A member of one or more fraternal organisations committed to an independent Ireland in the 19th and early 20th centuries,False,,,eng,,,,True,True,True,False,False,False,False,294,7,7,2019-01-24 14:59:52,2019-01-24 15:00:01
331,kEuUcmvbC,da goyim know,,,False,,,eng,,the goyim know,,False,True,False,False,False,False,False,0,0,0,2019-01-14 20:51:22,2019-01-14 20:51:29
332,rsCFZrmMr,the goyim know,Meme implying a supposed global Jewish conspiracy,,False,,,eng,,,,False,True,False,False,False,False,False,55,1,1,2019-01-14 20:50:16,2019-01-14 20:50:25
333,NyRxQVAQB,good goy,A non-Jewish person who disbelieves in a global Jewish conspiracy,,False,,,eng,,,,False,True,False,False,False,False,False,174,5,5,2019-01-14 20:44:52,2019-01-14 20:45:33
334,hUGuB6Xym,jigros,,,False,,86.0,eng,jigro,,,False,True,False,False,False,False,False,2,0,0,2019-01-07 18:24:47,2019-01-14 16:16:21
335,vsnYRahpZ,pickinninys,,,True,,,eng,pickinniny,,,False,True,False,False,False,False,False,2,0,0,2019-01-09 19:01:11,2019-01-09 19:01:21
336,RJWjxxNtL,piccaninnys,,,True,,,eng,piccaninny,,,False,True,False,False,False,False,False,10,0,0,2019-01-09 18:59:43,2019-01-09 18:59:51
337,xUMRLtwiv,piccaninnies,,,True,,,eng,piccaninny,,,False,True,False,False,False,False,False,259,9,9,2019-01-09 18:59:01,2019-01-09 18:59:09
338,qfapWDnww,picaninnys,,,True,,100.0,eng,,picaninnies,,False,True,False,False,False,False,False,8,1,1,2019-01-09 18:57:19,2019-01-09 18:57:27
339,oDwcfmbdk,pickaninnies,,,True,,100.0,eng,,pickaninnys,,False,True,False,False,False,False,False,597,28,28,2019-01-09 18:55:57,2019-01-09 18:56:05
340,EntJtHM6F,pickinninies,,,True,,,eng,pickinniny,,,False,True,False,False,False,False,False,22,0,0,2019-01-09 18:54:27,2019-01-09 18:54:35
341,isCycKTmX,pickinniny,,,True,,,eng,,picaninny,,False,True,False,False,False,False,False,7,0,0,2019-01-09 18:53:48,2019-01-09 18:53:55
342,KGhbbRVqZ,piccaninny,,,True,,,eng,,picaninny,,False,True,False,False,False,False,False,266,7,7,2019-01-09 18:52:47,2019-01-09 18:52:55
343,BUZsxDtj7,picaninnies,,,True,,,eng,pickaninny,,,False,True,False,False,False,False,False,401,4,4,2019-01-09 18:51:43,2019-01-09 18:52:09
344,yVvMWnYnL,picaninny,A black child,,True,,,eng,,,,False,True,False,False,False,False,False,438,34,34,2019-01-09 18:50:43,2019-01-09 18:50:56
345,VbCXVGynj,Zio,"Turns the term ""Zionist"" (a supporter of Jewish national liberation) into a slur against Jews.",,False,,82.0,eng,,,,True,True,True,False,False,False,False,29,1,1,2018-11-15 06:51:18,2019-01-09 18:26:47
346,3cKvv7QHa,tynker,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,86.0,eng,,tinker,,False,True,False,False,False,False,False,19,1,1,2013-06-22 01:20:13,2019-01-09 18:25:24
347,7tkEx2wqZ,tree jumper,"Used by poor rural people to denote those of lower status than themselves, particularly those who commit incest (jumping the family tree).",,False,,52.0,eng,,stump jumper,,False,False,False,False,False,False,True,54,2,2,2013-06-22 06:40:05,2019-01-09 18:24:10
348,6n3vjFpaJ,tinkar,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,56.0,eng,,tinker,,False,True,False,False,False,False,False,3,0,0,2013-05-05 16:07:23,2019-01-09 18:22:24
349,MHyq4TTfX,tinkere,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,86.0,eng,,tinker,,False,True,False,False,False,False,False,1,0,0,2013-05-06 20:08:25,2019-01-09 18:15:33
350,bJ8V7AH7D,tincker,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,93.0,eng,,tinker,,False,True,False,False,False,False,False,2,0,0,2013-05-06 20:08:25,2019-01-09 18:15:25
351,MaNMj7g7t,spink,A person of mixed Hispanic and Chinese parentage.,,False,,91.0,eng,,,,True,True,False,False,False,False,False,14,0,0,2013-05-11 12:42:43,2019-01-09 18:12:40
352,dngue7BU2,spik,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",,False,,99.0,eng,,spic,,False,True,False,False,False,False,False,54,1,1,2013-05-11 20:01:01,2019-01-09 18:12:32
353,peX9dRbn8,spig,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",,False,,92.0,eng,,spic,,False,True,False,False,False,False,False,43,2,2,2013-05-14 20:02:27,2019-01-09 18:12:24
354,9m2JwKkYX,spick,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",,False,,87.0,eng,,spic,,False,True,False,False,False,False,False,274,4,4,2013-04-26 14:39:22,2019-01-09 18:12:15
355,AHGEKVzQ4,spaz,"From ""spastic"", refers to a person who has seizures or other uncontrollable movements",,False,,52.0,eng,,,,False,False,False,False,False,True,False,469,20,20,2018-11-01 19:42:42,2019-01-09 18:11:47
356,9f6AxHr39,smoke jumper,A Caucasian woman who dates a black man.,,True,,81.0,eng,,,,False,True,False,False,False,False,False,657,7,7,2013-06-23 06:40:21,2019-01-09 18:10:06
357,fj2ayYAbm,slopey,"A person of Asian descent, particularly Vietnamese or Chinese.",,False,,91.0,eng,,slope,,False,True,False,False,False,False,False,331,9,9,2013-05-10 18:31:36,2019-01-09 18:09:29
358,XraBAVHQW,slags,"In the UK, a promiscuous woman","Waste matter, particularly as a result of incineration",False,,68.0,eng,slag,,,False,False,False,False,False,False,True,333,3,3,2018-11-01 20:36:52,2019-01-09 18:08:37
359,7NYjmJgDB,shit kicker,"A rural person, from farmers or country boys walking through manure-filled cow pastures.",A shoe,False,,81.0,eng,,,,False,False,False,False,False,False,True,0,0,0,2013-06-23 04:30:15,2019-01-09 18:07:53
360,8YMJKezJT,shit heel,A black servant.,"Generic insult comparable to ""shit head""",False,,72.0,eng,,,,False,True,False,False,False,False,False,827,8,8,2013-07-21 23:48:55,2019-01-09 18:07:19
361,Kdt7UaE4G,shant,"A disenfranchised Irish peson, from 'shanty'.","Contraction of ""shall not""",False,,72.0,eng,,,,True,False,False,False,False,False,True,0,0,0,2013-06-23 11:20:23,2019-01-09 18:06:22
362,3jZXfV9tZ,seppo,An American. (Cockney rhyming slang: Septic tank - Yank),,False,,74.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-05-16 03:20:37,2019-01-09 18:05:36
363,M9nxUYfv3,sawney,"A Scottish person, local variant of Sandy, short for 'Alasdair'.",,False,,43.0,eng,,,,True,False,False,False,False,False,False,26,0,0,2013-06-23 22:30:14,2019-01-09 18:03:54
364,gwBPRhfRU,rubes,A rural person.,,False,,25.0,eng,rube,,,False,False,False,False,False,False,True,370,17,17,2018-11-01 20:36:39,2019-01-09 18:02:50
365,nEGa9WMe6,poppadom,Used as a derogatory term directed towards South Asians (and sometimes Middle Eastern people).,,False,,95.0,eng,,,,False,True,False,False,False,False,False,300,5,5,2013-04-20 20:49:52,2019-01-09 17:53:58
366,g7pkPyG7Z,nitchy,A North American Indian (from the Algonquian word for 'friend').,,False,,76.0,eng,,nitchie,,False,True,False,False,False,False,False,10,5,5,2013-04-20 15:13:45,2019-01-09 17:49:11
367,ZyGtK3Fwj,nichiwa,A North American Indian (from the Algonquian word for 'friend').,,False,,90.0,eng,,nitchie,,False,True,False,False,False,False,False,26,1,1,2013-05-31 15:36:18,2019-01-09 17:48:57
368,ffVyceY8z,negro,[English][Italian] A black person.,,False,,94.0,eng,,,,False,True,False,False,False,False,False,61,0,0,2016-12-06 14:46:54,2019-01-09 17:47:42
369,4muB3pZX7,neejee,A North American Indian (from the Algonquian word for 'friend').,,False,,96.0,eng,,nitchie,,False,True,False,False,False,False,False,11,0,0,2013-04-16 20:58:47,2019-01-09 17:46:26
370,jE2WUfvr4,nitchie,A North American Indian (from the Algonquian word for 'friend').,,False,,76.0,eng,,,,False,True,False,False,False,False,False,5,1,1,2013-04-14 01:15:00,2019-01-09 17:46:12
371,VxyQ8jvWU,neechee,A North American Indian (from the Algonquian word for 'friend').,,False,,89.0,eng,,nitchie,,False,True,False,False,False,False,False,91,0,0,2013-04-23 15:44:13,2019-01-09 17:45:54
372,vwQDPvn2a,mong,"A disabled person, from 'mongoloid'.",,False,,93.0,eng,,,,False,False,False,False,False,True,False,48,3,3,2013-05-23 04:09:19,2019-01-09 17:43:21
373,dTafdprb3,sheeny,A 19th-century derogatory term for an 'untrustworthy Jew.',,False,,84.0,eng,,,,False,True,False,False,False,False,False,80,0,0,2013-06-23 09:40:13,2019-01-09 16:35:15
374,xpXPgvbQc,niggerdick,"The penis of a man of African descent, or a person with a large penis; likely popularized online for shock value",,True,,,eng,,,,False,True,False,False,False,False,False,42,1,1,2019-01-07 18:16:05,2019-01-09 16:28:21
375,DUmsUwboc,niggerdicks,,,True,,,eng,niggerdick,,,False,True,False,False,False,False,False,3,0,0,2019-01-07 18:16:44,2019-01-09 16:28:07
376,yrQisUkDo,niggerton,A town or part of town containing majority black population,,True,,,eng,,,,False,True,False,False,False,False,False,28,0,0,2019-01-07 18:32:36,2019-01-09 16:27:58
377,ftrnzUEbH,niggertown,A town or part of town containing majority black population,,True,,100.0,eng,,,,False,True,False,False,False,False,False,31,0,0,2019-01-07 18:31:52,2019-01-09 16:27:51
378,8nveQCoVU,niggerville,A town or part of town containing majority black population,,True,,97.0,eng,,,,False,True,False,False,False,False,False,128,5,5,2019-01-07 18:34:12,2019-01-09 16:27:44
379,BkYxA4AFB,retarded,"A disabled person, from 'retarded'.",,True,,64.0,eng,,retard,,False,False,False,False,False,True,False,2090,66,66,2013-10-15 12:43:10,2019-01-09 16:27:30
380,CaoXkrFNd,shekelnose,"Combines two anti-Semitic stereotypes: that of Jewish greed (hence the reference to ""shekel"", the currency of historical and modern Israel) and that of having a large nose.",,True,,100.0,eng,,,,False,True,True,False,False,False,False,0,0,0,2018-11-15 06:46:27,2019-01-09 16:25:50
381,qWw8tpXbK,lefty,"An Arab, from the practice in certain Middle Eastern countries of chopping off a criminal's hand.",[1] A left-handed person. [2] A person who endorses a perceived left-wing ideology.,False,,72.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-04-28 10:04:36,2019-01-09 16:18:25
382,jjUUrQcqy,kikesberg,,,True,,99.0,eng,,kike,,False,True,True,False,False,False,False,2,0,0,2018-11-15 06:43:32,2019-01-09 16:13:52
383,PMsHf9jPk,jigroes,,,False,,93.0,eng,jigro,,,False,True,False,False,False,False,False,0,0,0,2019-01-07 18:25:36,2019-01-09 16:09:05
384,bj7yGobXq,jigro,Combination of 'jig' and 'negro',,False,,93.0,eng,,,,False,True,False,False,False,False,False,44,25,25,2019-01-07 18:24:11,2019-01-09 16:08:50
385,sLjT9hfdy,hoodrats,,,False,,82.0,eng,hoodrat,,,False,True,False,True,False,False,True,901,35,35,2019-01-07 18:21:10,2019-01-09 15:16:16
386,9FyKVJLNX,hoodrat,"A person who lives in a 'hood (neighborhood), particularly a poor woman who can be coerced into sex",,False,,82.0,eng,,,,False,True,False,True,False,False,True,1507,38,38,2019-01-07 18:19:28,2019-01-09 15:16:10
387,yXQWue2zY,golliwog,"A person with dark skin, most commonly an Afro-Caribbean",Originally a children's literary character and type of black doll,False,,99.0,eng,,,,False,True,False,False,False,False,False,258,5,5,2013-05-10 17:54:40,2019-01-09 15:09:41
388,oBAmPQUNi,pisslam,Derogatory portmanteau of 'piss' and 'islam',,True,,100.0,eng,,,,False,False,True,False,False,False,False,893,36,36,2018-11-01 19:42:30,2019-01-09 14:49:31
389,H2WQT7GYr,Ahab,An Arab,Reference to character of Ahab in Moby Dick,False,,72.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-27 03:52:22,2019-01-09 14:46:59
390,REKkufoBs,dinks,[1] An Asian. [2] A Vietnamese person. [3] A North Vietnamese soldier or guerrilla in the Vietnam War.,,False,,,eng,dink,,,True,True,False,False,False,False,False,203,10,10,2018-11-01 20:34:09,2019-01-08 16:15:31
391,CmrMt2nzy,dink,[1] An Asian. [2] A Vietnamese person. [3] A North Vietnamese soldier or guerrilla in the Vietnam War.,,False,,98.0,eng,,,,True,True,False,False,False,False,False,163,5,5,2013-05-18 06:43:01,2019-01-08 16:15:22
392,cbaWbwk8A,bans and cans,"Mexicans, Puerto Ricans and Cubans.",,False,,51.0,eng,,,,True,True,False,False,False,False,False,1,0,0,-0001-11-30 05:00:00,2019-01-08 15:25:42
393,iXGAxgnhd,muslimic,Dismissive or incorrect term for Islamic practices,"Can be used in non-hateful context out of ignorance, language barriers",False,,,eng,,,,False,True,True,False,False,False,False,0,0,0,2019-01-07 18:28:28,2019-01-07 18:50:33
394,XpNDiLAz2,gender nigger,A transgender person,,True,,99.0,eng,,,,False,False,False,True,False,False,False,2,0,0,2018-11-27 12:14:31,2019-01-07 18:44:33
395,7aYkKn8kr,dot head,"A person of Indian descent, from the caste-mark (dot) on an Indian's forehead.",,False,,76.0,eng,,,,True,True,False,False,False,False,False,17,0,0,2013-06-23 19:40:11,2019-01-07 18:07:34
396,CAp6QtVpd,dogan,"In Canada, an Irish Catholic [19th century on; origin uncertain: perhaps from Dugan, an Irish surname].",,False,CA,95.0,eng,,,,True,False,True,False,False,False,False,2,0,0,2013-05-18 04:28:23,2019-01-07 18:07:08
397,AHMN4aF7R,cripples,A disabled person.,,False,,75.0,eng,cripple,,,False,False,False,False,False,True,False,641,19,19,2018-11-01 20:34:05,2019-01-07 18:05:32
398,D8oLjb2Ey,chinks,"A person of Chinese descent. Considered extremely derogatory, exemplified by a US school that had to stop using the term as a sports mascot in 1980.","A crack or gouge, particularly in a wall",False,,100.0,eng,chink,,,True,False,False,False,False,False,False,384,14,14,2018-11-01 20:33:58,2019-01-07 18:04:24
399,uUgxzw3te,boojie,An American Indian,"A middle-class American, derived from bourgeois",False,,65.0,eng,,,,False,True,False,False,False,False,True,0,0,0,2014-02-11 15:47:03,2019-01-07 17:56:03
400,Q2cAUGjUq,black dago,[1] A Sicilian [2] A darker-skinned Italian [3] An Italian of allegedly African ancestry,,True,,76.0,eng,,,,True,True,False,False,False,False,False,5,0,0,2013-12-10 20:56:33,2019-01-07 17:48:50
401,EJiAQAPo2,bitches,A human female,A female dog,False,,25.0,eng,bitch,,,False,False,False,True,False,False,False,1123,28,28,2018-11-01 20:33:40,2019-01-07 17:48:21
402,GmTur37KQ,bitch,A human female,A female dog,False,,26.0,eng,,,,False,False,False,True,False,False,False,1094,41,41,2013-05-16 14:35:55,2019-01-07 17:48:12
403,742NbzFMT,jit,"A black person, particularly a young black person.",,False,,50.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2018-05-24 14:00:35,2019-01-04 17:52:08
404,UVWMgLXLw,toad,A black person,An amphibian,False,,73.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2018-11-24 22:36:02,2018-11-24 22:36:02
405,vF4c6PAVb,khazar,Perpetuates false claim that Ashkenazi Jews are the result of a mass conversion in Khazaria to undermine Jewish national claims to Israel,Reference to historical Khazars. There is no benign meaning in application to a Jewish person today.,False,,87.0,eng,,,,True,True,True,False,False,False,False,244,2,2,2013-04-29 23:41:25,2018-11-15 15:10:36
406,6FZyrdUXX,Zionazi,"Contraction of Zionist and Nazi, making a false comparison between Jews who support Israel's right to exist and Nazis.",,True,,86.0,eng,,,,True,True,True,False,False,False,False,2377,14,14,2013-04-09 07:48:35,2018-11-15 15:06:44
407,QG9v7Cvqh,kike,"An Ashkenazi Jew (though typically generalized to all Jews). From kikel, Yiddish for 'circle'. Illiterate immigrant Jews signed legal documents with an 'O' (similar to an 'X').",,False,,98.0,eng,,,,False,True,True,False,False,False,False,61,0,0,2013-07-20 20:37:31,2018-11-15 06:37:39
408,HpgGojWdy,sand niglet,A child of Middle Eastern descent,,True,,99.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:39:44,2018-11-01 20:39:44
409,DLFeCwJMW,sand niglets,A child of Middle Eastern descent,,True,,,eng,sand niglet,,,False,True,False,False,False,False,False,4,0,0,2018-11-01 20:39:44,2018-11-01 20:39:44
410,sEMTfxuxh,Zionazis,A Jew living in Israel,,True,,,eng,Zionazi,,,True,False,True,False,False,False,False,543,15,15,2018-11-01 20:38:57,2018-11-01 20:38:57
411,zuCuemGaE,zipperheads,"An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.",,False,,,eng,zipperhead,,,False,True,False,False,False,False,False,175,3,3,2018-11-01 20:38:57,2018-11-01 20:38:57
412,wcqnkmq4p,zippoheads,"An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.",,False,,,eng,zippohead,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:38:57,2018-11-01 20:38:57
413,eoqmfHkNC,zips,"An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.",[1] Go quickly [2] A fastener on an article of clothing,False,,,eng,zip,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:38:57,2018-11-01 20:38:57
414,gitNpNAas,ZOG lovers,Used by white supremacists to denote one who is subservient to Jewish people.,,True,,,eng,ZOG lover,,,False,True,False,False,False,False,False,2,0,0,2018-11-01 20:38:57,2018-11-01 20:38:57
415,wrUHJXwvn,zebras,A person of mixed Caucasian and black parentage.,A mammal,False,,50.0,eng,zebra,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:38:56,2018-11-01 20:38:56
416,QYqdHchmG,zigabos,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,True,,50.0,eng,zigabo,,,False,True,False,False,False,False,False,1,0,0,2018-11-01 20:38:56,2018-11-01 20:38:56
417,UsbtrtiyQ,ziojews,Derogatory term for a Jewish zionist or those being accused of such,,True,,,eng,ziojew,,,False,True,True,False,False,False,False,41,0,0,2018-11-01 20:38:56,2018-11-01 20:38:56
